1770817878.184986 server started (33611): version 3.6a, socket /tmp/tmux-1000/default, protocol 8
1770817878.185000 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1770817878.185005 using libevent 2.1.12-stable poll
1770817878.185010 using utf8proc 2.11.2
1770817878.185011 using ncurses 6.5 20240427
1770817878.197267 args_parse: 24 = copy-mode -q ; set-buffer "#{q:mouse_line}" (type COMMANDS)
1770817878.197269 args_parse: 25 =  (type STRING)
1770817878.197271 args_parse: 26 = #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},} (type STRING)
1770817878.197272 args_parse: 27 = C-h (type STRING)
1770817878.197275 args_parse: 28 = copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" (type COMMANDS)
1770817878.197276 args_parse: 29 = #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},} (type STRING)
1770817878.197278 args_parse: 30 = h (type STRING)
1770817878.197280 args_parse: 31 = copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" (type COMMANDS)
1770817878.197282 args_parse: 32 =  (type STRING)
1770817878.197284 args_parse: 33 = Horizontal Split (type STRING)
1770817878.197285 args_parse: 34 = h (type STRING)
1770817878.197287 args_parse: 35 = split-window -h (type COMMANDS)
1770817878.197289 args_parse: 36 = Vertical Split (type STRING)
1770817878.197291 args_parse: 37 = v (type STRING)
1770817878.197293 args_parse: 38 = split-window -v (type COMMANDS)
1770817878.197294 args_parse: 39 =  (type STRING)
1770817878.197298 args_parse: 40 = #{?#{>:#{window_panes},1},,-}Swap Up (type STRING)
1770817878.197300 args_parse: 41 = u (type STRING)
1770817878.197302 args_parse: 42 = swap-pane -U (type COMMANDS)
1770817878.197304 args_parse: 43 = #{?#{>:#{window_panes},1},,-}Swap Down (type STRING)
1770817878.197305 args_parse: 44 = d (type STRING)
1770817878.197307 args_parse: 45 = swap-pane -D (type COMMANDS)
1770817878.197309 args_parse: 46 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1770817878.197310 args_parse: 47 = s (type STRING)
1770817878.197312 args_parse: 48 = swap-pane (type COMMANDS)
1770817878.197314 args_parse: 49 =  (type STRING)
1770817878.197315 args_parse: 50 = Kill (type STRING)
1770817878.197317 args_parse: 51 = X (type STRING)
1770817878.197319 args_parse: 52 = kill-pane (type COMMANDS)
1770817878.197320 args_parse: 53 = Respawn (type STRING)
1770817878.197322 args_parse: 54 = R (type STRING)
1770817878.197324 args_parse: 55 = respawn-pane -k (type COMMANDS)
1770817878.197326 args_parse: 56 = #{?pane_marked,Unmark,Mark} (type STRING)
1770817878.197327 args_parse: 57 = m (type STRING)
1770817878.197329 args_parse: 58 = select-pane -m (type COMMANDS)
1770817878.197331 args_parse: 59 = #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom} (type STRING)
1770817878.197333 args_parse: 60 = z (type STRING)
1770817878.197335 args_parse: 61 = resize-pane -Z (type COMMANDS)
1770817878.197369 cmd_parse_build_commands: display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z }
1770817878.197374 args_parse_flags: next -Ft=
1770817878.197376 args_parse_flags: -F
1770817878.197377 args_parse_flag_argument: -t = =
1770817878.197379 args_parse_flags: next #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}
1770817878.197381 args_parse: flags end at 2 of 5
1770817878.197382 args_parse: 2 = #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}} (type STRING)
1770817878.197385 args_parse: 3 = select-pane -t = ; send-keys -M (type COMMANDS)
1770817878.197419 args_parse: 4 = display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } (type COMMANDS)
1770817878.197455 cmd_parse_build_commands: if-shell -F -t = "#{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}" { select-pane -t = ; send-keys -M } { display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } }
1770817878.197460 args_parse_flags: next -n
1770817878.197461 args_parse_flags: -n
1770817878.197463 args_parse_flags: next MouseDown3Pane
1770817878.197464 args_parse: flags end at 2 of 4
1770817878.197466 args_parse: 2 = MouseDown3Pane (type STRING)
1770817878.197499 args_parse: 3 = if-shell -F -t = "#{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}" { select-pane -t = ; send-keys -M } { display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } } (type COMMANDS)
1770817878.197544 cmd_parse_build_commands: bind-key -n MouseDown3Pane { if-shell -F -t = "#{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}" { select-pane -t = ; send-keys -M } { display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -t = -x M -y M "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } } }
1770817878.197552 cmdq_get_command: [bind-key/0x5aafffdcadd0] group 1138
1770817878.197554 cmdq_append <global>: [bind-key/0x5aafffdcadd0]
1770817878.197555 yylex_token: end at WS
1770817878.197557 yylex_token: bind
1770817878.197558 yylex_token: end at WS
1770817878.197559 yylex_token: -n
1770817878.197561 yylex_token: end at WS
1770817878.197562 yylex_token: M-MouseDown3Pane
1770817878.197564 yylex_token: end at WS
1770817878.197565 yylex_token: display-menu
1770817878.197567 yylex_token: end at WS
1770817878.197568 yylex_token: -t=
1770817878.197569 yylex_token: end at WS
1770817878.197571 yylex_token: -xM
1770817878.197572 yylex_token: end at WS
1770817878.197573 yylex_token: -yM
1770817878.197575 yylex_token: end at WS
1770817878.197576 yylex_token: -T
1770817878.197578 yylex_token: end at WS
1770817878.197579 yylex_token: #[align=centre]#{pane_index} (#{pane_id})
1770817878.197581 yylex_token: end at WS
1770817878.197583 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1770817878.197584 yylex_token: end at WS
1770817878.197586 yylex_token: <
1770817878.197587 yylex_token: end at WS
1770817878.197589 yylex_token: send
1770817878.197590 yylex_token: end at WS
1770817878.197591 yylex_token: -X
1770817878.197593 yylex_token: end at }
1770817878.197594 yylex_token: history-top
1770817878.197596 yylex_token: end at WS
1770817878.197598 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1770817878.197599 yylex_token: end at WS
1770817878.197601 yylex_token: >
1770817878.197602 yylex_token: end at WS
1770817878.197603 yylex_token: send
1770817878.197605 yylex_token: end at WS
1770817878.197606 yylex_token: -X
1770817878.197607 yylex_token: end at }
1770817878.197609 yylex_token: history-bottom
1770817878.197610 yylex_token: end at WS
1770817878.197612 yylex_token: 
1770817878.197614 yylex_token: end at WS
1770817878.197615 yylex_token: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1770817878.197617 yylex_token: end at WS
1770817878.197618 yylex_token: C-r
1770817878.197619 yylex_token: end at WS
1770817878.197621 yylex_token: if
1770817878.197622 yylex_token: end at WS
1770817878.197623 yylex_token: -F
1770817878.197625 yylex_token: end at WS
1770817878.197627 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1770817878.197628 yylex_token: end at ;
1770817878.197629 yylex_token: copy-mode -t=
1770817878.197631 yylex_token: end at WS
1770817878.197632 yylex_token: send
1770817878.197634 yylex_token: end at WS
1770817878.197635 yylex_token: -Xt=
1770817878.197637 yylex_token: end at WS
1770817878.197638 yylex_token: search-backward
1770817878.197639 yylex_token: end at WS
1770817878.197641 yylex_token: --
1770817878.197642 yylex_token: end at }
1770817878.197644 yylex_token: #{q:mouse_word}
1770817878.197646 yylex_token: end at WS
1770817878.197647 yylex_token: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1770817878.197649 yylex_token: end at WS
1770817878.197650 yylex_token: C-y
1770817878.197651 yylex_token: end at WS
1770817878.197653 yylex_token: copy-mode
1770817878.197654 yylex_token: end at ;
1770817878.197655 yylex_token: -q
1770817878.197657 yylex_token: end at WS
1770817878.197658 yylex_token: send-keys
1770817878.197660 yylex_token: end at WS
1770817878.197661 yylex_token: -l
1770817878.197662 yylex_token: end at WS
1770817878.197664 yylex_token: --
1770817878.197665 yylex_token: end at }
1770817878.197666 yylex_token: #{q:mouse_word}
1770817878.197668 yylex_token: end at WS
1770817878.197670 yylex_token: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1770817878.197671 yylex_token: end at WS
1770817878.197673 yylex_token: c
1770817878.197674 yylex_token: end at WS
1770817878.197675 yylex_token: copy-mode
1770817878.197677 yylex_token: end at ;
1770817878.197689 yylex_token: -q
1770817878.197691 yylex_token: end at WS
1770817878.197692 yylex_token: set-buffer
1770817878.197694 yylex_token: end at WS
1770817878.197695 yylex_token: --
1770817878.197697 yylex_token: end at }
1770817878.197698 yylex_token: #{q:mouse_word}
1770817878.197700 yylex_token: end at WS
1770817878.197701 yylex_token: #{?mouse_line,Copy Line,}
1770817878.197703 yylex_token: end at WS
1770817878.197704 yylex_token: l
1770817878.197705 yylex_token: end at WS
1770817878.197707 yylex_token: copy-mode
1770817878.197708 yylex_token: end at ;
1770817878.197709 yylex_token: -q
1770817878.197711 yylex_token: end at WS
1770817878.197712 yylex_token: set-buffer
1770817878.197714 yylex_token: end at WS
1770817878.197715 yylex_token: --
1770817878.197716 yylex_token: end at }
1770817878.197718 yylex_token: #{q:mouse_line}
1770817878.197719 yylex_token: end at WS
1770817878.197721 yylex_token: 
1770817878.197723 yylex_token: end at WS
1770817878.197724 yylex_token: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1770817878.197726 yylex_token: end at WS
1770817878.197727 yylex_token: C-h
1770817878.197729 yylex_token: end at WS
1770817878.197730 yylex_token: copy-mode
1770817878.197731 yylex_token: end at ;
1770817878.197733 yylex_token: -q
1770817878.197734 yylex_token: end at WS
1770817878.197735 yylex_token: send-keys
1770817878.197737 yylex_token: end at WS
1770817878.197738 yylex_token: -l
1770817878.197739 yylex_token: end at WS
1770817878.197741 yylex_token: --
1770817878.197742 yylex_token: end at }
1770817878.197744 yylex_token: #{q:mouse_hyperlink}
1770817878.197746 yylex_token: end at WS
1770817878.197747 yylex_token: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1770817878.197749 yylex_token: end at WS
1770817878.197750 yylex_token: h
1770817878.197751 yylex_token: end at WS
1770817878.197753 yylex_token: copy-mode
1770817878.197754 yylex_token: end at ;
1770817878.197755 yylex_token: -q
1770817878.197757 yylex_token: end at WS
1770817878.197758 yylex_token: set-buffer
1770817878.197760 yylex_token: end at WS
1770817878.197761 yylex_token: --
1770817878.197762 yylex_token: end at }
1770817878.197764 yylex_token: #{q:mouse_hyperlink}
1770817878.197765 yylex_token: end at WS
1770817878.197767 yylex_token: 
1770817878.197768 yylex_token: end at WS
1770817878.197769 yylex_token: Horizontal Split
1770817878.197771 yylex_token: end at WS
1770817878.197772 yylex_token: h
1770817878.197773 yylex_token: end at WS
1770817878.197775 yylex_token: split-window
1770817878.197776 yylex_token: end at }
1770817878.197777 yylex_token: -h
1770817878.197779 yylex_token: end at WS
1770817878.197780 yylex_token: Vertical Split
1770817878.197782 yylex_token: end at WS
1770817878.197783 yylex_token: v
1770817878.197784 yylex_token: end at WS
1770817878.197786 yylex_token: split-window
1770817878.197787 yylex_token: end at }
1770817878.197788 yylex_token: -v
1770817878.197790 yylex_token: end at WS
1770817878.197791 yylex_token: 
1770817878.197793 yylex_token: end at WS
1770817878.197794 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Up
1770817878.197796 yylex_token: end at WS
1770817878.197797 yylex_token: u
1770817878.197799 yylex_token: end at WS
1770817878.197800 yylex_token: swap-pane
1770817878.197801 yylex_token: end at }
1770817878.197802 yylex_token: -U
1770817878.197804 yylex_token: end at WS
1770817878.197806 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Down
1770817878.197807 yylex_token: end at WS
1770817878.197808 yylex_token: d
1770817878.197810 yylex_token: end at WS
1770817878.197811 yylex_token: swap-pane
1770817878.197813 yylex_token: end at }
1770817878.197823 yylex_token: -D
1770817878.197825 yylex_token: end at WS
1770817878.197826 yylex_token: #{?pane_marked_set,,-}Swap Marked
1770817878.197828 yylex_token: end at WS
1770817878.197829 yylex_token: s
1770817878.197831 yylex_token: end at }
1770817878.197832 yylex_token: swap-pane
1770817878.197833 yylex_token: end at WS
